"","Site_ID","p_TE_psi_to_ET","p_lag_psi_to_ET","mem_psi_to_ET","agg_TE_psi_to_ET","period_psi_to_ET","p_TE_VPD_to_ET","p_lag_VPD_to_ET","mem_VPD_to_ET","agg_TE_VPD_to_ET","period_VPD_to_ET","p_TE_TA_to_ET","p_lag_TA_to_ET","mem_TA_to_ET","agg_TE_TA_to_ET","period_TA_to_ET","p_TE_ET_to_psi","p_lag_ET_to_psi","mem_ET_to_psi","agg_TE_ET_to_psi","period_ET_to_psi","p_TE_VPD_to_psi","p_lag_VPD_to_psi","mem_VPD_to_psi","agg_TE_VPD_to_psi","period_VPD_to_psi","p_TE_TA_to_psi","p_lag_TA_to_psi","mem_TA_to_psi","agg_TE_TA_to_psi","period_TA_to_psi","p_TE_ET_to_VPD","p_lag_ET_to_VPD","mem_ET_to_VPD","agg_TE_ET_to_VPD","period_ET_to_VPD","p_TE_psi_to_VPD","p_lag_psi_to_VPD","mem_psi_to_VPD","agg_TE_psi_to_VPD","period_psi_to_VPD","p_TE_TA_to_VPD","p_lag_TA_to_VPD","mem_TA_to_VPD","agg_TE_TA_to_VPD","period_TA_to_VPD","p_TE_ET_to_TA","p_lag_ET_to_TA","mem_ET_to_TA","agg_TE_ET_to_TA","period_ET_to_TA","p_TE_psi_to_TA","p_lag_psi_to_TA","mem_psi_to_TA","agg_TE_psi_to_TA","period_psi_to_TA","p_TE_VPD_to_TA","p_lag_VPD_to_TA","mem_VPD_to_TA","agg_TE_VPD_to_TA","period_VPD_to_TA","GS"
"250","US-RGo",0.601876495178297,21,2,3.46625921410225,24,4.29450714607773,0,72,51.1366006151718,24,2.30502842051676,0,72,38.9381839402789,NA,3.13045200743759,6,35,65.8214795376882,24,3.17981885733565,2,43,62.1667134518275,24,3.74462366872211,1,72,73.0356513618528,8,4.39324597913983,0,72,52.8782102395783,24,0.647322098857766,22,1,2.39920087900263,24,21.9943848975886,0,72,63.9914056532208,NA,1.88345498790214,0,2,24.3831014677152,NA,NA,NA,NA,NA,NA,18.7196985816675,0,72,56.9872305718678,NA,"FT"
"251","US-RGo",0.775966577754619,22,3,7.05025415617198,24,4.1301188477655,0,2,47.5365009613445,24,2.84321005857915,0,3,45.9237416680867,NA,6.30828003336816,23,16,113.80468180664,24,5.3954822284188,0,11,101.836758210359,24,6.21701256510271,1,72,113.648345333875,8.30769230769231,3.73512938112731,0,13,45.1692546060764,24,0.673586040985155,22,1,1.31364473721985,24,23.2307859873004,0,51,73.3392587290826,NA,2.3955264977934,0,2,14.1077315542977,NA,NA,NA,NA,NA,8,21.9233494133005,0,18,66.1848038062916,NA,"GS"
"252","US-RGo",1.51430993860159,5,5,10.9284325494844,24,5.04302769398863,0,30,74.966673355805,24,4.12326247324531,0,22,73.1819918503549,NA,3.82741927883348,16,11,63.0616770355175,24,3.50240368259164,13,5,43.1416851799709,8.30769230769231,4.56510619401955,17,9,73.3566888615023,8,5.27379754698177,0,14,64.5680459688548,24,NA,NA,NA,NA,8,24.3461227509206,0,72,102.889978343105,NA,3.80516020103678,0,5,39.594101327768,24,NA,NA,NA,NA,8,20.3519488037324,0,11,78.4122609765449,NA,"NGS"
"253","US-RGW",1.8717977103159,4,7,29.6645468918849,24,5.16550474331619,0,12,56.5094795376084,24,5.03704503853627,0,12,50.2598064526455,24,2.83653173705225,23,72,58.0026023671978,24,2.91962936336483,1,72,60.1087137704349,21.6,3.20090810797992,0,72,60.5767711269565,24,5.04535904581163,0,10,39.8604608246916,24,1.56523433944142,0,4,27.8678564245768,NA,19.1472822544806,0,31,59.6716088915322,NA,4.22022101411437,0,10,33.3621470707252,24,1.82616197262093,0,3,25.6023543573334,24,17.8853556812794,0,34,57.0651617075052,NA,"FT"
"254","US-RGW",2.95265839733574,22,5,33.5827685247679,24,8.74002387659357,0,7,87.7149933273363,24,9.24587326562108,0,7,69.1822953771311,24,9.83388364522278,4,72,192.596088243154,24,10.9377976983791,23,72,211.872140714662,24,11.8963335578448,0,72,192.177047097711,24,7.60121288172346,0,8,61.7673112402702,24,2.73327584055007,0,2,16.3714100472736,24,23.5952803024436,0,6,63.6249144856462,NA,10.2248148268444,0,8,66.4012041135992,24,3.04174302957409,0,3,19.1038082965422,24,27.4516421013707,0,6,72.5548445033211,NA,"GS"
"255","US-RGW",2.57637750063485,0,8,41.5786182702623,24,5.33692602610131,0,11,65.0735279471525,24,4.57371256544288,0,72,61.1206033521164,24,3.80408853970533,23,72,73.1940584215876,24,3.39244796347753,2,72,71.9073923508848,24,4.11964512030716,0,72,76.9903826266692,27,5.13539540440734,0,10,49.419804298061,24,2.13624125930499,0,2,16.3887854863468,NA,18.2107016800643,0,5,66.8360350856034,NA,4.00590056891505,0,9,35.1515252512856,24,2.10300705534394,0,3,28.2772690390302,24,16.2730881135828,0,9,63.4730486690398,NA,"NGS"
"256","US-Rls",1.57084082041591,0,72,19.8608412756224,24,3.27566996694822,0,72,17.7612412199203,24,3.8788632636401,0,72,18.1408451577536,NA,1.90274782848553,0,72,25.0070203872422,24,0.908415110367736,0,72,16.6971741326158,24,1.20091873055753,0,72,17.613623623375,24,2.73786187791725,0,36,13.9645170346067,NA,0.562611204741848,0,72,9.92693102417877,24,30.0696006361862,0,72,41.8683794484599,NA,2.73507839056852,0,11,10.7510408651028,NA,0.593895428789564,0,60,8.91911135004348,24,26.302861893669,0,72,36.6148414040579,NA,"FT"
"257","US-Rls",2.20165717832382,0,14,30.7941778579346,24,4.64107877575468,0,9,28.7695621904221,NA,6.17176998077444,0,72,37.6053743540102,NA,2.3792973155743,0,72,36.484660540293,24,1.55370537912944,19,72,29.4149568907015,24,1.86521518218584,0,58,33.3455966177629,24,3.99986231466921,0,15,26.0472910893179,NA,1.22131503693708,0,14,20.8222276666532,24,34.66936458471,0,1,59.6165983698608,NA,4.69823986340939,0,11,20.7936068818123,NA,1.19829276017933,0,13,17.0948848413922,24,30.5399066183828,0,1,53.400904371471,NA,"GS"
"258","US-Rls",1.25303911042455,0,72,19.0364660610023,24,2.60753528367585,0,72,19.4486525778361,NA,3.08763605721505,0,72,19.7246202390563,NA,2.03254999766733,0,72,33.8433463856875,24,1.13345438877408,0,72,24.7718195294575,24,1.68952951261556,0,72,26.702886295248,NA,2.48995135572744,0,72,17.5420037756036,NA,0.556561562356446,2,72,12.1408737733958,27,29.2339658166328,0,72,45.157131569026,NA,2.53303150570938,0,13,14.7115337628959,NA,0.745643166334935,0,38,11.5670719195633,24,25.4315695528195,0,72,39.233394793766,NA,"NGS"
"259","US-Rms",0.635111773351108,1,72,12.8194409018478,24,4.72389167896541,0,72,32.3771837418747,24,3.97541976601109,0,72,20.9129018282097,NA,0.540197153958584,1,72,11.0731780756449,24,0.663142749890772,1,72,14.4952080125763,NA,0.544987812092126,0,72,11.566572623962,NA,4.04673813613207,0,72,28.313335875473,24,0.591947290558394,7,72,13.0275088704565,24,26.2908516995833,0,72,41.5384653279285,NA,2.83005636780908,0,72,14.4676556980932,NA,0.452824718652782,0,53,9.24157458478575,NA,21.8627499928246,0,72,36.2027293470945,NA,"FT"
"260","US-Rms",1.24685341479302,22,10,24.3385715043568,NA,5.4789402667245,0,7,36.852547813295,NA,6.0663178782049,0,57,38.5577253579615,NA,1.30669406198652,9,6,22.9553897780439,24,1.37158394842517,21,72,28.2327495646915,NA,1.31351037954188,2,26,27.5920280442566,NA,4.60624952434337,0,11,25.5867668540115,27,1.13141552731606,0,24,25.6019547761751,24,33.075933034587,0,1,57.33699702416,NA,5.00222466481642,0,14,26.9168700870194,NA,1.0584135109148,0,2,6.93053310800457,NA,32.3819803742961,0,1,55.803951771446,NA,"GS"
"261","US-Rms",0.811311350578401,19,72,17.2550564586928,21.6,3.65428627107848,0,72,24.9973784058559,24,2.96130740620366,0,72,20.9386537581069,NA,0.909879268825632,4,72,18.264191708881,24,1.01043298211108,4,72,22.1694094457806,24,0.761579799303792,0,72,16.3911130874756,24,3.37335226878984,0,39,21.5076367809996,24,0.869390959735674,8,72,19.6334739799399,24,23.6750167667806,0,72,42.4618188772342,NA,2.32847513150002,0,15,14.6985311746163,NA,0.575490649908155,8,46,12.5905253764574,21.6,19.4683976892292,0,72,35.5759126394746,NA,"NGS"
"262","US-Ro1",2.1053814176608,1,61,43.0081745441232,12,5.19008613653247,0,72,40.2608716334872,24,2.87136274169502,0,72,15.9957456060854,NA,1.40420561924934,15,1,8.23345561255372,27,1.83787385233204,2,7,26.9530246729835,NA,2.00610478998265,2,2,10.8856814981573,24,5.01672508783695,0,72,37.6385576687143,24,1.51251896439877,1,3,19.3077888964953,12,12.1680031842197,0,72,24.5419903003409,NA,1.98893835231818,0,72,9.99905648230659,NA,NA,NA,NA,NA,12,8.36060625651597,0,72,18.2579012497129,NA,"FT"
"263","US-Ro1",7.61611647127999,23,39,166.587914917954,NA,6.01341606897775,0,64,35.3029802182043,NA,5.51822268886573,0,12,30.0474136154465,NA,5.57474680467662,23,1,5.57474680467662,24,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,6.20215847299573,0,72,35.3091238988789,12,5.51383571736384,5,1,5.51383571736384,NA,14.9172893756161,0,39,38.2923567431835,NA,4.81265598732834,0,14,20.2587209373142,NA,NA,NA,NA,NA,NA,12.4683567389392,0,15,30.2849690313582,NA,"GS"
"264","US-Ro1",2.07346923813469,22,16,40.8557787273408,24,3.645364375522,0,72,39.4028990146225,24,2.06545631850292,0,72,21.5625165614688,24,2.02518640095385,3,1,12.9198037529247,24,2.44299783329298,2,19,47.639147877739,12,2.6064358737664,2,6,41.1705834705377,11.3684210526316,2.89072142918042,0,72,28.0039433715799,24,2.04685578135937,22,1,25.5346389979599,12,12.5761854649763,0,72,28.7313755410096,NA,1.23384232308488,0,38,10.2616361521577,NA,NA,NA,NA,NA,12,8.57764668962008,0,72,20.1994285306353,NA,"NGS"
"265","US-Ro2",NA,NA,NA,NA,NA,5.81672182338853,0,72,47.6754527081482,24,3.51680677315795,0,72,24.7998292036413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97486841673395,0,72,45.0908150410232,24,NA,NA,NA,NA,NA,12.9676225375432,0,72,28.3256696035986,NA,2.69182198942967,0,15,15.8576473991697,NA,NA,NA,NA,NA,NA,9.08557498168621,0,72,21.4161205636756,NA,"FT"
"266","US-Ro2",NA,NA,NA,NA,NA,5.43421518918521,0,36,43.6033191066893,24,4.9575952413683,0,12,36.7736850119192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.70046846989461,0,72,41.288009026843,27,NA,NA,NA,NA,NA,16.1285813340698,0,63,41.1858756795898,NA,4.53746352813157,0,15,28.5756895587455,NA,NA,NA,NA,NA,NA,14.5213810604651,0,17,35.4526025805646,NA,"GS"
"267","US-Ro2",NA,NA,NA,NA,NA,5.03657726803163,0,72,59.8496515703054,24,3.11636399368201,0,72,37.6913410247236,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85474415467599,0,72,47.2279586966647,24,NA,NA,NA,NA,NA,13.3612330649644,0,72,35.3939152267595,NA,2.09911558789346,0,5,18.0365982983171,NA,NA,NA,NA,NA,NA,8.45964440648487,0,44,24.0915341536354,NA,"NGS"
"268","US-Ro3",NA,NA,NA,NA,NA,5.15905796148104,0,72,57.6154155648718,24,1.98882334555395,0,72,28.05650530148,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26771149644039,0,72,54.4633380249037,24,NA,NA,NA,NA,NA,12.1707549435724,0,72,37.0009844309609,NA,1.45112491935713,0,41,21.5066584838808,24,NA,NA,NA,NA,NA,9.72988852696943,0,72,32.0880839587028,NA,"FT"
"269","US-Ro3",NA,NA,NA,NA,NA,5.100177873512,0,13,57.9512563690566,24,3.84324341384391,0,72,59.7414705162129,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07373637299318,0,17,51.8932144759181,27,NA,NA,NA,NA,NA,15.4173621340195,0,41,61.8548309319079,NA,3.38436758463597,0,15,50.9446812660259,27,NA,NA,NA,NA,NA,13.6432740935407,0,41,58.4585469305993,NA,"GS"
"270","US-Ro3",NA,NA,NA,NA,NA,4.68308172118805,0,72,64.8653880484976,24,1.94292479570389,0,72,33.9030563125321,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87100306388324,0,72,61.8981381662888,24,NA,NA,NA,NA,NA,12.7190997144905,0,72,48.8042532847123,NA,1.6750296983757,0,40,27.5018055937625,24,NA,NA,NA,NA,NA,10.2128518987391,0,72,41.1917944299543,NA,"NGS"
"271","US-Ro4",0.743414559204887,1,72,15.7398443435938,21.6,5.5236737297811,0,72,44.6066703162847,24,3.01267073734393,0,72,19.0814764137297,NA,0.80432809851008,0,72,17.1916528792144,27,0.883178592875364,0,72,16.3645134280051,NA,0.894545397519405,0,72,17.2099834463289,24,5.1292019853634,0,72,36.4875017241727,24,0.533732871425432,0,32,9.98217191316484,5.83783783783784,17.9949160824073,0,72,33.129878562229,NA,2.05543055640597,0,21,10.770165945474,NA,0.490594331891745,0,3,1.99562970225177,8,12.8352779173637,0,72,25.2165560947456,NA,"FT"
"272","US-Ro4",1.31329707028365,1,28,24.5688953562975,12.7058823529412,7.11526412272707,0,72,43.5521475305394,NA,5.82864660307967,0,72,37.3754477916303,NA,3.90571111394158,8,72,80.6496672864388,24,4.74437549530396,0,72,82.1499974572457,24,5.86357260767336,0,72,85.9334870657567,NA,6.95344840972719,0,72,39.7178024753068,NA,1.22449339343119,0,5,8.77423650529644,12,22.912054146224,0,6,51.2974868771049,NA,5.15059497911282,0,14,22.6949415524132,NA,1.40467330507768,0,5,5.99015534072492,12,19.3160026091241,0,8,42.2217340293112,NA,"GS"
"273","US-Ro4",0.778871886953089,21,72,17.1764590291932,NA,3.62097650145042,0,72,44.1962141605261,24,1.78901160263692,0,72,21.8675621568867,NA,0.885647128481633,1,72,18.8852816664059,24,0.911877026226346,1,72,19.1158887516485,NA,1.06297524181311,2,72,22.4004679451645,43.2,3.56843282085383,0,72,35.3076566469623,24,0.567415817959427,0,4,8.16733423445134,NA,17.8197999489161,0,72,38.5662548715407,NA,1.43112849011383,0,15,11.8015229504634,NA,0.481122400925986,0,1,0.481122400925986,NA,11.6850486171242,0,72,27.0495481645257,NA,"NGS"
"274","US-Ro5",0.779744176396515,18,72,15.5609726091047,24,6.48453851509838,0,72,54.0918047436811,24,3.75526877685903,0,72,25.5275740500128,24,2.10511180822523,1,72,43.4117506195425,24,2.63813054483939,0,72,51.0706576711022,24,2.51110422695462,0,72,43.4115627302857,43.2,6.16117715933391,0,72,46.5181228386951,24,0.571803512835772,0,72,11.119069008496,24,18.4451837768661,0,72,36.9151832038713,NA,2.47398396954631,0,65,15.7577801617628,27,0.473017052901502,0,4,4.0083744333187,21.6,12.4412963252577,0,72,29.0525454984136,NA,"FT"
"275","US-Ro5",1.0542524934722,0,6,20.0786719771397,24,6.50520856728003,0,72,49.1933339744259,24,5.43446511331342,0,37,41.303808887849,NA,3.28612346865688,1,72,63.5519885654526,27,3.56400931632847,0,72,69.3349511521582,NA,4.61218984862534,0,72,71.2198053716243,NA,6.58051424039739,0,20,42.6101819619536,27,0.924628462655842,0,4,5.37000623644978,NA,23.9397541965625,0,15,50.7792561824343,NA,4.77359300190279,0,12,23.6841040143092,NA,1.09776020402233,0,3,4.20921714975099,12,21.0930997323352,0,13,47.3475617603159,NA,"GS"
"276","US-Ro5",1.18889418209176,19,72,23.3514732092543,24,4.70236911866189,0,72,52.6887215069637,24,2.84919365769335,0,72,32.1605827137596,24,2.44204763738986,2,72,46.0711884906427,24,2.07543676657598,6,72,44.4275446306454,27,2.00661777710317,6,72,42.6275526903675,24,4.09233075753829,0,72,40.0192176609119,24,0.594933747777363,10,72,12.9787851559043,43.2,17.032012304902,0,72,42.1991818720075,NA,1.86580338221034,0,50,17.329653608482,NA,0.525234798312687,19,1,2.55867945755771,19.6363636363636,11.0735265274816,0,72,30.7532980965595,NA,"NGS"
"277","US-Ro6",0.70878151161726,17,72,14.5820225142484,NA,6.71123403306582,0,72,54.3491689299906,24,3.86833780213801,0,72,24.5054156355167,NA,2.11756834688165,5,72,43.9987149003875,24,2.22163572803599,1,72,43.5407325053835,24,2.51913761349629,0,72,44.8045232413472,24,6.65483498136461,0,72,51.1328208429128,24,0.496923103458836,0,8,9.01483976032279,21.6,19.0168159868447,0,72,36.6715324433384,NA,2.71719290925737,0,72,16.2634423452551,NA,0.465790972334658,0,3,1.88279120237255,8,12.8756457136777,0,72,28.1480159266795,NA,"FT"
"278","US-Ro6",1.05824984713438,3,45,21.9866452468805,24,6.82025555377608,0,72,46.519071198541,24,6.09168067613246,0,72,40.1565115834334,NA,3.20628266759916,1,72,65.9064954397623,NA,3.42453617048703,1,72,63.9436879317569,NA,4.33673032765855,0,72,68.2690950564774,NA,6.91723406040032,0,68,42.6941906998872,27,0.846865861211815,0,3,3.77288655409937,8,26.1542618386511,0,15,53.0043238982847,NA,5.33395094269122,0,12,25.4784267377242,NA,1.01926719053686,0,3,6.64281221266777,8,22.6771329676664,0,15,48.510939843553,NA,"GS"
"279","US-Ro6",1.04928772385754,23,72,21.5223415075926,24,5.10217175161707,0,72,58.0228953679753,24,3.03206730797672,0,72,34.7071590949105,24,1.65498367282449,23,72,32.6466699404997,24,1.53694599071388,4,72,31.9229291183554,12,1.76103588761116,6,72,38.1596915554244,12,4.38276282256111,0,72,44.0129299677892,24,0.530426957720738,18,5,8.84557492898447,NA,17.8322916539163,0,72,41.2941368363034,NA,1.82167055922435,0,37,17.6555983160111,NA,0.487590652707128,5,1,1.45468355610888,12,11.5082071130224,0,72,28.8971621850467,NA,"NGS"
"280","US-Rwe",NA,NA,NA,NA,NA,3.51042709309105,0,72,32.6518970077335,24,3.42574734954897,0,72,28.9580848357976,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59808609457489,0,72,24.7275168267035,24,NA,NA,NA,NA,NA,27.2279752502316,0,72,51.2305294312575,NA,2.13627777633174,0,39,18.028562714043,24,NA,NA,NA,NA,NA,22.1574025401688,0,72,42.1590495760795,NA,"FT"
"281","US-Rwe",NA,NA,NA,NA,NA,4.65706294512666,0,7,51.2356469902917,24,5.3453115946249,0,13,56.3347127639607,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64138353767948,0,11,30.995921207001,24,NA,NA,NA,NA,NA,34.2845920802031,0,1,76.326742255922,NA,4.05350896136487,0,12,31.9157742461939,24,NA,NA,NA,NA,NA,34.080287600687,0,1,77.0859102656065,NA,"GS"
"282","US-Rwe",NA,NA,NA,NA,NA,3.26593632591425,0,72,34.9594263883322,24,3.30946839955041,0,72,35.1014628803394,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02808787064478,0,12,16.31335010608,24,NA,NA,NA,NA,NA,22.6347675614297,0,72,49.865781245265,NA,1.87159631536945,0,6,12.5683795480055,24,NA,NA,NA,NA,NA,20.5674563698094,0,59,45.4597272258777,NA,"NGS"
"283","US-Rwf",NA,NA,NA,NA,NA,3.71430567147148,0,72,27.7648846917707,21.6,3.31831517109497,0,72,19.1573350594577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93852147769385,0,72,22.84501571767,27,NA,NA,NA,NA,NA,31.0325975115559,0,1,43.623202759182,NA,2.09323700445846,0,72,12.1631834700412,NA,NA,NA,NA,NA,NA,26.9695155619093,0,72,38.4410335120278,NA,"FT"
"284","US-Rwf",NA,NA,NA,NA,NA,4.49258569452308,0,51,32.0788599667209,NA,5.04414822719211,0,52,33.6749315659644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6922189005157,0,14,20.0903358492581,NA,NA,NA,NA,NA,NA,37.6185794201562,0,1,60.2496639082896,NA,3.89376145775256,0,17,24.2099943104805,NA,NA,NA,NA,NA,NA,36.0285880618811,0,1,55.0384186700818,NA,"GS"
"285","US-Rwf",NA,NA,NA,NA,NA,2.74331201835685,0,72,22.2798431915353,NA,2.41846895742716,0,72,19.8865511473786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29778880287788,0,72,17.96493949267,24,NA,NA,NA,NA,NA,28.0479269388951,0,72,45.6011100608044,NA,1.83372925503178,0,8,11.7144541238449,NA,NA,NA,NA,NA,NA,24.7723198161094,0,72,40.4262969187583,NA,"NGS"
"286","US-Rws",0.554353788193787,2,72,10.2799351939473,24,2.77018940455443,0,72,16.6409039576799,NA,3.26119523206319,0,72,17.8684501162795,NA,0.752310083119165,3,72,14.392821696198,24,0.661269522233744,1,72,14.0754004694689,NA,0.859567181621936,0,72,15.9967227221608,NA,2.36251270815,0,59,12.993526822422,NA,0.332402587633732,0,3,5.51312354209947,NA,32.9843028745991,0,72,45.4152333793986,NA,2.33491046249537,0,34,11.8157103612202,NA,0.411803729913327,0,4,5.98026390876671,21.6,28.185013910876,0,64,38.7552971713045,NA,"FT"
"287","US-Rws",1.12193887959121,23,72,22.0943539348921,24,3.6920254011819,0,72,26.8746526313304,NA,4.68354150987966,0,72,31.6662161134486,NA,1.13047692535105,1,72,21.2210120639416,24,0.910189198035064,1,72,18.3624350141447,24,1.07741565026461,1,72,20.6676745648734,21.6,3.33994966034503,0,9,20.8752423298026,NA,0.720321141477397,0,4,10.6637776736823,24,35.5003341110068,0,1,56.4509584394157,NA,3.56182181161131,0,11,15.6907646176698,NA,0.754269724592305,0,8,9.39366743129889,24,31.2102945981959,0,1,49.4522554785733,NA,"GS"
"288","US-Rws",0.697869236023281,1,35,14.6291119385794,21.6,2.47615353276306,0,72,21.0834442594869,NA,2.82566634486564,0,72,21.2304079725983,NA,1.21195627999553,2,72,23.7968529281503,36,0.929779922514423,9,72,19.9825355587527,8,1.22370892593374,0,72,24.7403942010193,24,2.39802353901572,0,72,19.5356447235351,NA,0.464626445720564,23,1,1.80889417952083,NA,31.1244119109662,0,72,50.9140764024291,NA,2.35564508344846,0,30,16.6996598770979,NA,0.602988922730589,0,3,8.70073343895568,12,25.9204105112833,0,72,41.6989307470477,NA,"NGS"
"289","US-Seg",NA,NA,NA,NA,NA,1.49820783610052,0,72,18.254716845855,24,1.04553649619258,0,72,12.1565861972505,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36595748264997,0,72,13.0285610022765,24,NA,NA,NA,NA,NA,29.7412954459526,0,72,39.4244695054943,NA,0.73930188016883,0,72,7.54312749712589,24,NA,NA,NA,NA,NA,22.7038941741476,0,33,29.972030777025,NA,"FT"
"290","US-Seg",NA,NA,NA,NA,NA,1.60658369958651,0,72,19.348403715331,24,1.24498602874027,1,72,16.0501833842051,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44153628645103,0,40,13.7333538016035,24,NA,NA,NA,NA,NA,33.3697039782089,0,72,44.720637154428,NA,0.877903808215775,0,72,9.92979049171213,24,NA,NA,NA,NA,NA,27.8624314568092,0,30,37.622110488481,NA,"GS"
"291","US-Seg",NA,NA,NA,NA,NA,1.85427901462985,0,72,23.6950881646891,24,1.51727544721082,0,72,23.2893255705414,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35140109082261,0,17,13.8639222671452,27,NA,NA,NA,NA,NA,29.4842092878177,0,72,49.9262415447882,NA,1.12063292252823,0,4,8.2937896831602,24,NA,NA,NA,NA,NA,26.854736727276,0,69,44.8340710905279,NA,"NGS"
"292","US-Ses",NA,NA,NA,NA,NA,1.79024544526918,1,72,24.265159380278,24,1.04567818721536,1,72,13.7654715114966,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40792110399656,0,72,15.929385858725,24,NA,NA,NA,NA,NA,29.8217901618806,0,72,38.5583549668729,NA,0.776981065597539,0,72,8.37178515103335,24,NA,NA,NA,NA,NA,23.9892345458326,0,72,31.247612191371,NA,"FT"
"293","US-Ses",NA,NA,NA,NA,NA,1.7911694411381,1,72,22.7991567083707,24,1.27808380940521,1,72,15.9902288493468,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42180219978383,0,66,15.2639936181045,24,NA,NA,NA,NA,NA,33.2480630348081,0,72,43.4570500048144,NA,0.883912748504225,0,72,9.95782620156248,24,NA,NA,NA,NA,NA,28.4596968536079,0,72,37.5574577442772,NA,"GS"
"294","US-Ses",NA,NA,NA,NA,NA,2.26092091350687,0,72,33.4065255906961,24,1.67226741628158,0,72,30.5498586130625,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64015147862025,0,15,19.8322317558936,24,NA,NA,NA,NA,NA,27.1830799518523,0,72,48.9685818459927,NA,1.26545847705763,0,7,18.0137844689659,24,NA,NA,NA,NA,NA,26.1967212162341,0,72,47.7620575051424,NA,"NGS"
"295","US-Sne",NA,NA,NA,NA,NA,3.18282219370687,0,59,28.223685448123,24,1.49766619243179,0,56,20.1070601613573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26371070189549,0,72,29.975021668318,24,NA,NA,NA,NA,NA,24.633297005973,0,66,47.0991465993871,NA,1.3071632824721,0,30,18.212959401239,NA,NA,NA,NA,NA,NA,20.6731499243038,0,72,39.9451297818483,NA,"FT"
"296","US-Sne",NA,NA,NA,NA,NA,5.4538036190046,0,9,55.0514705025908,24,3.67755598378841,0,8,33.9881515984108,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28250827612349,0,13,66.3448299032867,24,NA,NA,NA,NA,NA,26.1180954792032,0,1,77.4948855006965,NA,3.69720000911781,0,3,17.3465550769875,24,NA,NA,NA,NA,NA,22.9718850349436,0,1,64.7540836102592,NA,"GS"
"297","US-Sne",NA,NA,NA,NA,NA,3.66444934018933,0,72,35.2634187263923,24,1.70161230793312,0,13,23.9324967071828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69782994262823,0,72,37.2937774596703,24,NA,NA,NA,NA,NA,24.7214111174773,0,72,51.3741045224547,NA,1.48230503130587,0,30,22.1270383697443,NA,NA,NA,NA,NA,NA,20.4377121904087,0,72,43.129971938288,NA,"NGS"
"298","US-Snf",0.841295716848674,0,1,1.5558293089507,11.3684210526316,6.32977361953651,0,72,52.609153532171,24,4.56299405809578,0,72,44.4065029867109,NA,3.36966801559061,21,72,63.9706024106924,24,3.77329138153378,20,72,72.2835370797522,24,4.16769162802435,6,72,89.8044249448783,NA,6.45656282103346,0,65,52.3132127223024,24,0.730442884899207,3,3,2.12969335523289,24,25.1759527415179,0,72,67.1685016750669,NA,3.94766065982585,0,17,35.3231153457717,NA,0.820422843368589,9,9,11.8051566547966,24,21.1505381023936,0,72,57.0898378771781,NA,"FT"
"299","US-Snf",3.25790099545811,3,7,37.0246082008609,24,9.37456764751668,0,8,85.1672660738519,24,8.67938649682253,0,11,115.524514238579,NA,7.80576461060149,18,72,111.489170125329,30.8571428571429,6.30815742834759,15,20,119.134565929152,6,7.65493806461822,2,72,159.241028515709,NA,8.82990458606206,0,11,78.6714336643638,24,NA,NA,NA,NA,24,27.764857357888,0,1,124.575812155309,NA,7.53538695056858,0,3,29.3344636527736,NA,NA,NA,NA,NA,21.6,23.6975647710456,0,1,68.9174950083277,NA,"GS"
