"","Site_ID","p_TE_psi_to_ET","p_lag_psi_to_ET","mem_psi_to_ET","agg_TE_psi_to_ET","period_psi_to_ET","p_TE_VPD_to_ET","p_lag_VPD_to_ET","mem_VPD_to_ET","agg_TE_VPD_to_ET","period_VPD_to_ET","p_TE_TA_to_ET","p_lag_TA_to_ET","mem_TA_to_ET","agg_TE_TA_to_ET","period_TA_to_ET","p_TE_ET_to_psi","p_lag_ET_to_psi","mem_ET_to_psi","agg_TE_ET_to_psi","period_ET_to_psi","p_TE_VPD_to_psi","p_lag_VPD_to_psi","mem_VPD_to_psi","agg_TE_VPD_to_psi","period_VPD_to_psi","p_TE_TA_to_psi","p_lag_TA_to_psi","mem_TA_to_psi","agg_TE_TA_to_psi","period_TA_to_psi","p_TE_ET_to_VPD","p_lag_ET_to_VPD","mem_ET_to_VPD","agg_TE_ET_to_VPD","period_ET_to_VPD","p_TE_psi_to_VPD","p_lag_psi_to_VPD","mem_psi_to_VPD","agg_TE_psi_to_VPD","period_psi_to_VPD","p_TE_TA_to_VPD","p_lag_TA_to_VPD","mem_TA_to_VPD","agg_TE_TA_to_VPD","period_TA_to_VPD","p_TE_ET_to_TA","p_lag_ET_to_TA","mem_ET_to_TA","agg_TE_ET_to_TA","period_ET_to_TA","p_TE_psi_to_TA","p_lag_psi_to_TA","mem_psi_to_TA","agg_TE_psi_to_TA","period_psi_to_TA","p_TE_VPD_to_TA","p_lag_VPD_to_TA","mem_VPD_to_TA","agg_TE_VPD_to_TA","period_VPD_to_TA","GS"
"114","US-HB2",3.39156699950779,2,6,29.2698977555665,24,10.2294218506096,0,7,75.3489100520321,24,5.11810350464415,0,8,45.0117962290361,27,7.35018969849204,22,3,101.183962849378,24,7.6805865693823,2,1,51.4081272295081,21.6,13.1868772519086,0,7,84.7526452584718,27,7.49571917534746,0,4,43.0176811016372,24,3.88033582631743,1,2,11.2585188878316,24,15.017226021453,0,2,25.1469819900229,NA,3.61926447982366,0,1,7.19454455141293,24,5.92133955230709,0,2,29.9150769890785,24,18.759371121938,0,1,18.759371121938,NA,"NGS"
"115","US-HB3",1.33552202042414,0,61,20.5849225383518,24,7.54631597362535,0,72,50.2694462498987,12,4.91623350278308,0,72,31.4440229140571,NA,3.48464473026798,1,72,50.1841595810284,24,3.42562464512293,0,72,50.9819800798309,24,3.8611859082162,0,72,50.3660498102719,24,5.89001777447386,0,72,37.163353630398,12,0.91690600425515,0,14,12.1906172565302,24,17.4477342301292,0,40,40.9640917944686,NA,3.22277124019514,0,5,11.9797702215942,NA,0.869541613012553,0,2,3.13230468185812,24,14.639751215881,0,8,29.3912392241454,NA,"FT"
"116","US-HB3",1.63905534443551,1,36,27.2143350160941,24,8.88887847108265,0,40,62.8175746688685,12,6.86455652921943,0,14,38.8903550332461,NA,3.28843162507165,1,72,52.1224373996906,24,3.7149141608493,0,72,50.0132219722992,24,4.33327032437393,0,72,51.9923657969912,24,8.26493626642207,0,18,55.4353728789128,12,1.38658827471665,0,5,13.8709315942079,24,19.7838312968639,0,18,50.6033389426274,NA,5.28346014289313,0,8,26.751671152178,NA,1.37037182402415,0,3,5.79185297596645,24,17.4837215860613,0,8,42.3779305559217,NA,"GS"
"117","US-HB3",2.17889885692796,3,40,38.1513899010134,24,5.90895138221371,0,39,67.1743168639315,12,4.19938610610454,0,8,53.889721912668,NA,2.31672729765044,1,72,43.4755049197297,NA,2.47993420636762,1,72,50.5350345160752,12,2.48832177718431,1,72,51.5447729064269,NA,2.61390199727824,0,8,18.8337748565844,24,1.17409975995898,1,1,3.45189244521104,13.5,17.2480407781262,0,11,54.7059979326153,NA,1.78670312162921,0,1,1.78670312162921,NA,NA,NA,NA,NA,NA,14.2300346156073,0,8,33.6817203431842,NA,"NGS"
"118","US-Hn2",1.70620338701456,15,18,28.6098631356681,24,3.83729916170363,0,72,64.2806285204274,24,2.83750160281633,0,72,54.3095816014785,24,1.90235472666573,2,36,37.9413156357543,24,1.95590937534136,0,15,31.0469102652556,21.6,3.14629997423525,0,72,40.3008439472355,NA,3.130900821129,0,72,51.364792843745,24,1.20512509030492,0,5,11.2648083315013,NA,26.5446978321661,0,72,65.5925432382469,NA,1.80173440053152,0,2,23.3969988062028,24,1.44651856025717,0,4,13.0985820190979,36,20.5914893265673,0,1,46.3686388684854,NA,"FT"
"119","US-Hn2",1.89719418448516,22,6,27.4322537662075,24,3.8580748763989,0,59,69.52283502522,24,2.92444398712839,0,24,65.2110154579685,24,4.63825065292725,2,38,84.2817493947533,24,3.87200390380208,0,72,72.3427978843268,21.6,4.736652910473,1,72,86.4942447583076,NA,3.18697026626729,0,14,52.7995321523057,24,1.16144513732425,0,3,3.27853655503756,43.2,29.3053636772463,0,1,76.6552079488435,NA,2.28255952706051,11,1,12.6169338108616,24,1.15301842233938,0,3,4.49197039859762,NA,25.1115377012528,0,1,57.4330037553644,NA,"GS"
"120","US-Hn2",4.37272694145228,6,51,92.0091221141759,NA,8.0562780442277,0,72,107.63408253339,24,5.91769526002244,0,72,104.515071136335,NA,3.52087187253211,23,8,64.2906093991904,24,NA,NA,NA,NA,NA,3.23772752469521,1,1,12.5064040532173,NA,6.97372971946803,0,65,94.5577676900789,24,2.6621346533313,3,2,18.3367134843274,19.6363636363636,23.456782253734,0,1,91.6009443037842,NA,4.5759612392292,0,1,59.1066583393878,NA,2.71289112038792,0,1,5.36349752309349,36,17.4508311726559,0,1,69.7460327282997,NA,"NGS"
"121","US-Hn3",NA,NA,NA,NA,NA,4.83962231366179,0,30,79.5968358087554,24,4.82658335069623,0,72,86.0568523377301,12.7058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82789595520574,0,15,68.8908039848045,24,NA,NA,NA,NA,NA,28.2352110835531,0,1,100.288533501469,NA,3.80900586152051,0,2,43.9574299870915,NA,NA,NA,NA,NA,NA,21.276665564917,0,1,73.2765579122748,NA,"FT"
"122","US-Hn3",NA,NA,NA,NA,NA,5.28227662797407,0,2,40.951829148244,24,6.07604269678267,0,7,110.778899043865,12.7058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38460245921701,1,6,49.9370354107436,24,NA,NA,NA,NA,NA,33.3097905968228,0,1,124.736466382589,NA,5.06119777784917,0,1,27.3264447126229,NA,NA,NA,NA,NA,NA,28.4348644506674,0,1,83.5986134755102,NA,"GS"
"123","US-Hn3",NA,NA,NA,NA,NA,8.65472307081621,22,9,138.76637580372,24,8.2046928017183,0,72,171.657732972134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07552677392563,0,13,119.608564698498,24,NA,NA,NA,NA,NA,26.9158656058811,0,1,172.020207329226,NA,6.63530887028203,0,3,117.387630544048,24,NA,NA,NA,NA,NA,20.4519014752196,0,1,136.288287682979,NA,"NGS"
"124","US-Ho1",0.481118226142012,21,72,10.8010843411276,24,5.83719029920946,0,72,52.0656951035682,24,2.70266551724444,0,72,16.295735308681,24,0.381586145032235,9,72,8.42679042638994,24,1.96178734792921,4,8,28.7910012323609,24,0.425609255002179,0,21,8.80718307506939,NA,5.76224886644702,0,72,49.5926815969532,24,0.985366005825397,0,7,16.3424972555376,21.6,13.3382884636609,0,72,41.4898201899219,NA,1.70264840230666,0,72,10.6682580725146,24,0.303664190812186,0,72,6.65748351159507,NA,7.86213802800919,0,53,26.2946841640952,NA,"FT"
"125","US-Ho1",0.571767193981157,21,72,12.4152668532162,NA,5.38303362531388,0,72,50.4063444967591,24,3.63848493900381,0,72,23.038854775685,NA,0.516835214258174,3,72,11.3353248322904,NA,NA,NA,NA,NA,24,0.80740811131513,0,3,10.5248627579661,NA,5.39384121041184,0,42,46.9821434433713,24,1.29542945891153,0,2,2.55022333949561,24,16.4571923093009,0,35,54.7477499223779,NA,2.6934064086693,0,15,16.4400784728033,NA,0.530240235301014,1,4,4.18658294424457,NA,11.7245342316723,0,9,33.7420978565671,NA,"GS"
"126","US-Ho1",0.740352293270341,18,72,16.235190059955,NA,4.73046300719606,0,72,51.8518301576818,24,1.73701156564402,0,72,22.1056920822889,24,0.535016135386473,9,72,11.9083674445527,24,NA,NA,NA,NA,24,0.780300728973382,13,72,17.1741670324922,NA,3.8481854828334,0,40,43.2480394314439,24,1.34058166269607,4,1,2.66890793109761,27,12.2701314319166,0,72,56.5747242650619,NA,0.908618095886603,0,4,7.88614838799968,24,0.562422762901106,11,72,12.6450788156553,NA,7.32275984181762,0,9,30.0572080985176,NA,"NGS"
"127","US-Ho2",NA,NA,NA,NA,NA,5.95588284446332,0,72,46.3847919805194,24,1.84663887602428,0,72,11.7180229071866,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25950467454993,0,72,41.6244817874099,24,NA,NA,NA,NA,NA,11.0062470153763,0,72,30.0376302254338,NA,1.39275792772971,0,72,9.53205396925813,24,NA,NA,NA,NA,NA,7.88454055236531,0,34,21.1722994486075,NA,"FT"
"128","US-Ho2",NA,NA,NA,NA,NA,6.35711216337685,0,61,40.4509802319307,24,2.58831754011432,0,72,16.9987409288057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61377659929175,0,72,38.7914586505296,24,NA,NA,NA,NA,NA,15.2128426262929,0,16,44.8293218708325,NA,1.99414557844606,0,72,14.0158532663975,NA,NA,NA,NA,NA,NA,11.869279998972,0,6,23.6355618961708,NA,"GS"
"129","US-Ho2",NA,NA,NA,NA,NA,6.30704808679442,0,72,66.1550502040707,24,1.41036360696616,0,72,18.8765277838215,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25105824331402,0,72,34.9381576611365,24,NA,NA,NA,NA,NA,8.23150350929645,0,42,32.8308934819115,NA,0.849361898972035,0,72,10.9077506699396,24,NA,NA,NA,NA,NA,6.48072668412395,0,3,12.8611043924838,NA,"NGS"
"130","US-HWB",1.18154058537187,0,72,23.2598068082364,21.6,7.70649426616974,0,72,55.1821872236446,24,4.60946182578278,0,72,35.9412152134267,24,2.22457264252086,1,72,38.9014224692414,24,2.70831957045922,0,72,43.559128929293,24,2.46921290526722,0,72,39.9089410857813,24,6.9248574482554,0,72,49.1914017023962,24,1.17384298878087,0,72,21.2754769849688,24,19.5438335170828,0,72,52.0674887295605,NA,3.61517759039516,0,72,27.5921678229538,24,1.0607048366127,0,4,9.8089162022404,24,15.2185396031195,0,72,44.5124590207479,NA,"FT"
"131","US-HWB",1.75491838588148,0,10,30.0540923056313,21.6,8.29380247034901,0,72,64.7757623663708,24,6.16163383374766,0,16,49.6640592710682,NA,4.24833970800551,1,72,79.9139955029028,NA,5.5036662202565,0,72,79.7987014368348,24,5.74026549703449,0,72,77.5305091599815,24,7.37975147963845,0,43,59.2138960595529,24,1.79576778024062,0,4,12.3685290343739,24,22.3526470182938,0,72,67.6339753912825,NA,5.34944790823717,0,32,46.4307662772414,NA,1.89127597941285,0,4,9.19635254042362,24,21.2127287299545,0,72,67.7761833932152,NA,"GS"
"132","US-HWB",1.67368009693353,1,20,28.846993968953,NA,6.64481838369987,0,72,63.9093062240236,24,4.56480295683881,0,72,54.8564815078697,24,1.90998045824153,0,8,21.440109574276,24,1.74812559778582,0,15,32.9151265705463,24,2.27767345893465,0,12,38.9339015618697,24,5.886327456093,0,63,53.6707668679508,24,1.26725740234827,15,1,4.96304633477404,NA,20.2264603101856,0,65,70.3571668294916,NA,3.1413075609635,0,6,23.2038558429685,24,1.3222009798718,0,2,4.89605817468981,6.17142857142857,13.9635609477803,0,29,52.0834598396305,NA,"NGS"
"133","US-Jo1",0.235666791435178,20,7,3.24524337144303,24,1.51018970146354,0,72,22.4186038547434,24,1.18979596622376,0,72,15.6391170805693,24,1.37292092228215,1,72,26.0837044973208,24,1.37411565496895,0,72,26.6267147414046,NA,2.20331861041004,1,72,39.9092139175596,24,1.33680742167989,0,72,17.5024321515759,24,0.151681185668973,0,1,0.282345041512205,12,36.3836726033644,0,72,47.0600456249428,NA,0.87446604660931,0,72,10.1266541814485,24,0.24523557058317,0,7,3.31235030096592,24,28.0434381137657,0,35,36.0908629992299,NA,"FT"
"134","US-Jo1",0.302796305756325,20,5,4.26226788901123,24,1.60852395044903,0,72,23.4513954144203,24,1.35374370260203,0,72,18.578992397184,24,1.45776188058764,20,72,28.3320320959849,24,1.86748918066171,0,72,33.1626176116933,NA,2.84489608104552,0,72,47.6617718154768,24,1.34458478478946,0,72,17.5385302034296,24,0.174785465865079,0,1,0.672570243844768,12.7058823529412,38.6813883854085,0,72,50.8336538493558,NA,0.954623475409056,0,72,11.8611095284295,12,0.259926741659854,0,7,3.46983666951217,24,31.7293408777478,0,32,41.5603373422737,NA,"GS"
"135","US-Jo1",NA,NA,NA,NA,12,2.76560004713435,0,72,52.8677153860726,24,2.7591203451439,0,72,56.1119277996237,24,1.36826804695913,12,72,25.9689874804333,24,2.25631019503592,2,72,47.5004355751806,NA,3.16451022338305,0,72,57.7945109715706,NA,1.68052953568702,0,17,22.4214816973601,24,0.546077577464178,0,1,0.546077577464178,24,36.6304944783953,0,20,67.4167082664206,NA,1.59438909802598,0,7,21.7384016998559,21.6,0.673208400956811,0,1,7.35115955096674,8.30769230769231,32.5618907622898,0,1,54.831126489122,NA,"NGS"
"136","US-Jo2",1.11602029180795,0,72,16.7828633470114,24,2.3084844162261,0,72,30.903754196797,24,1.45550310009672,0,72,18.6511894650645,24,4.29891474767896,0,72,54.8477825977707,24,3.82857124646305,1,72,43.7585156397368,24,3.88914112331885,1,72,48.8883377730294,24,1.84406770278134,0,72,21.698641383118,24,0.525272109541047,1,72,7.97523255998991,24,36.2953037350418,0,72,49.4559069760085,NA,0.967809022019149,0,72,10.9943852339167,24,0.494035561011426,0,9,6.97300752315548,24,28.1586837166896,0,72,38.5278639429544,NA,"FT"
"137","US-Jo2",1.35723317723224,0,72,21.5000893402574,24,2.31459990794659,0,72,30.8557686627119,24,1.56074032027466,0,72,21.8212831324599,24,5.77294276396775,1,72,68.8702257466339,24,5.21756898974275,1,72,59.5311945943285,24,4.75397029364521,1,72,55.4578552055657,24,1.80252218979592,0,72,20.7291556709136,24,0.731497751218466,0,72,10.313673914174,24,39.7740790039748,0,72,55.315745870931,NA,1.05483104708466,0,72,12.9195381418975,24,0.642776951217026,0,8,7.5424101370722,24,32.430724840462,0,72,45.2684355078135,NA,"GS"
"138","US-Jo2",2.57437735391382,0,72,38.4295084600827,24,3.09626448540432,0,72,59.3236182549757,24,2.94353949745434,3,72,54.2544412447882,24,6.88198412877792,2,72,100.769225122176,24,4.12823827613265,15,72,90.7246392990243,24,4.54586452383461,4,72,89.9610501996757,24,1.84504112934526,0,9,26.7710075690638,24,0.876378064397072,0,5,6.56173836889581,NA,34.1852731648121,0,16,67.8019213183591,NA,1.66589863334043,0,7,22.0972763376775,24,0.911343154676825,0,2,6.70842951188796,24,33.3283162394676,0,9,67.4879493062642,NA,"NGS"
"139","US-KFS",0.727799217746456,0,72,11.1035899201485,24,3.86144512496395,0,72,27.6128575616524,24,2.82694148100714,0,72,16.283154315134,NA,1.52038167990171,1,72,23.2555600098893,NA,1.82321666221149,1,72,30.6061417968595,43.2,2.07443470763681,0,72,24.3310793991045,43.2,3.13280566153211,0,72,22.0746568807751,24,0.644698674396796,0,72,10.3428821228475,24,12.6702727621087,0,72,25.4979895309283,NA,2.09041536426452,0,72,11.5956261182183,NA,0.569670307639232,0,72,7.7111373173828,24,11.5120916771481,0,72,22.3212150357245,NA,"FT"
"140","US-KFS",1.01177606366468,0,18,14.655221816948,12,4.23967316331439,0,72,27.2101079777893,NA,4.52447443310201,0,72,25.9355806698689,NA,1.12951975741846,20,72,23.1234123075232,NA,1.99967321313402,1,72,31.0343987264588,36,2.21598254070642,1,72,26.9862650091728,24,3.57244708453968,0,72,23.3578970282897,NA,0.937267505742279,0,38,15.5535690676158,24,17.5268176132003,0,72,37.857557218387,NA,3.78366933046832,0,72,21.7342900548617,NA,1.06563229607393,0,13,12.5843215014194,24,17.0497371476548,0,72,35.8018217543458,NA,"GS"
"141","US-KFS",0.613290040490688,0,43,11.559879245837,NA,2.14845685487583,0,72,25.5083656853127,24,1.93205810084253,0,72,18.9759337046803,24,2.11593986021662,0,72,41.7262110652767,24,3.28032902752485,2,72,62.0488943096044,24,3.03522766137793,0,72,52.4258330194418,12.7058823529412,1.94764885817756,0,72,19.2329573204497,24,0.712320505935807,0,72,13.8583361466577,24,11.2912905679161,0,72,29.2203988127349,NA,1.92683679058422,0,72,15.4421772860657,NA,0.601626777807278,0,72,11.8796232033899,8,11.4260566666289,0,72,27.994445485467,NA,"NGS"
"142","US-KLS",0.592468902789097,23,72,12.1483350032192,24,2.72945673051626,0,72,30.3468077203573,24,1.6298654249977,0,55,17.2854998196866,NA,2.61771670502938,0,72,51.1572278883461,24,3.01842562544531,22,72,58.0476896689189,24,1.74624423979252,1,72,36.5304393152943,21.6,2.22424446350839,0,72,24.8405820741164,24,0.600726204960678,1,72,11.5260803937699,24,9.89098305013072,0,72,26.1511348914044,NA,1.24628572112115,0,20,12.6843236322445,NA,NA,NA,NA,NA,12,9.45483895256026,0,72,24.4928470799631,NA,"FT"
"143","US-KLS",0.780559558179927,0,1,3.45399443923245,24,2.54771875858274,0,39,30.359631330674,24,2.51809699585129,0,13,24.2527065949477,NA,3.50684967131167,2,72,66.6654422132221,24,3.87269484038376,22,72,74.2327517382733,24,2.98333692830201,14,72,63.0701060302214,12.7058823529412,2.2238842306536,0,72,27.6243099397668,24,0.817751415740171,0,7,9.54658037351312,24,13.1537910985108,0,72,40.1243310904555,NA,2.26002685843357,0,8,20.3679689119732,24,NA,NA,NA,NA,11.3684210526316,12.7738376292365,0,72,38.1795920300949,NA,"GS"
"144","US-KLS",1.53403874835119,21,72,31.6510183544494,24,3.04330500905705,0,72,44.4934153878165,24,2.16438571464688,0,72,30.8516948627882,24,3.33546437508774,2,72,69.9854211985713,24,3.22675085648648,2,72,65.0125762270711,24,1.92897165210442,4,72,37.7889387184728,NA,2.23568813253499,0,72,31.2407559545513,24,0.972017570057771,22,72,19.3378940435215,24,9.95280178936826,0,72,40.4988106269501,NA,1.57579321630332,0,35,21.2029632530404,24,NA,NA,NA,NA,NA,9.45509311236421,0,72,37.1438071828255,NA,"NGS"
"145","US-Kon",0.582403694852974,9,72,12.5292775928545,27,3.60923397267343,0,72,28.760519371703,24,1.62517461834608,0,72,11.8062518256373,NA,1.24541312036293,0,72,26.0001315994267,27,1.28212458545659,0,72,25.9941330714709,NA,1.09113747770836,1,72,22.0014801292436,NA,3.15590918012082,0,72,26.5534388513687,24,0.450626646184631,8,72,9.59628032097263,24,11.0662233338148,0,72,21.092575783231,NA,1.17317304709408,0,72,9.34668073954733,NA,0.339216858746217,0,72,6.82074374958023,12,10.8804867780787,0,72,20.2715135656231,NA,"FT"
"146","US-Kon",0.924220435038606,0,24,18.8825320870167,27,3.71897898699469,0,13,23.6807878253726,NA,3.58624895058662,0,13,20.2611302332513,NA,1.93302825118,13,72,40.6708203327289,24,1.96556745728599,0,72,39.7852735451562,NA,2.04777834676438,1,72,35.7831422629201,NA,3.6952181516381,0,56,25.2824853045879,NA,0.856666903326008,0,72,17.47047304418,NA,14.9846590361224,0,72,35.2904194683372,NA,3.53842961318071,0,72,22.8456600710287,NA,0.909100022282272,0,16,14.4094292767239,24,14.8270135140206,0,72,34.867835812074,NA,"GS"
"147","US-Kon",0.780117689488977,1,72,14.7362746670457,24,3.0772489970111,0,72,34.0883390126235,24,1.42134294572887,0,72,15.9025165960533,NA,1.18548046904919,1,72,23.4823824312486,24,1.34736389709121,15,72,29.4558519464301,7.71428571428571,1.12531306704485,22,72,25.4698904554443,NA,2.21621412148216,0,72,24.235678078771,24,0.527523940304603,4,72,11.6080223829455,24,12.4330919496673,0,72,28.2734176243608,NA,0.976478324079952,0,41,10.3436138046579,NA,0.4186666124853,1,15,8.18019297932734,12,11.7432868796588,0,72,26.0087834539575,NA,"NGS"
"148","US-KS1",NA,NA,NA,NA,NA,12.3161210703452,0,14,91.2911229932919,24,10.3405612564042,0,14,78.0826094552183,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3486795811537,0,7,67.2604265066925,24,NA,NA,NA,NA,NA,27.3574004577514,0,11,78.9626677930841,NA,8.54612178506453,0,8,54.4832708975825,24,NA,NA,NA,NA,NA,25.3227924307589,0,11,72.7781322331254,NA,"FT"
"149","US-KS1",NA,NA,NA,NA,NA,12.3161210703452,0,14,91.2911229932919,24,10.3405612564042,0,11,75.3338435926981,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3486795811537,0,7,67.2604265066925,24,NA,NA,NA,NA,NA,27.3574004577514,0,11,78.9626677930841,NA,8.54612178506453,0,8,54.4832708975825,24,NA,NA,NA,NA,NA,25.3227924307589,0,11,72.7781322331254,NA,"GS"
"150","US-KS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGS"
"151","US-KS2",NA,NA,NA,NA,NA,9.68935829588318,0,72,45.6934747875816,12,6.95023897006072,0,72,28.9668972990165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28866528302149,0,72,34.2305876786798,12,NA,NA,NA,NA,NA,18.8683215347631,0,16,37.9731312673365,NA,4.65876937354028,0,15,17.6882718237387,NA,NA,NA,NA,NA,NA,16.7822394162317,0,14,32.9971610914898,NA,"FT"
"152","US-KS2",NA,NA,NA,NA,NA,10.2441156528447,0,16,53.0419180574666,12,8.44996728805127,0,17,35.5410249255835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05103745513291,0,17,41.6895324349103,12,NA,NA,NA,NA,NA,21.0583869804415,0,16,45.8945079526657,NA,6.14512944744118,0,14,23.6379091958314,NA,NA,NA,NA,NA,NA,20.1095603138252,0,7,39.9278994304747,NA,"GS"
"153","US-KS2",NA,NA,NA,NA,NA,9.9024912101871,0,72,66.9713761297383,12,5.8680438308812,0,38,48.2016778773551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.30001801916989,0,16,46.0253293585241,12,NA,NA,NA,NA,NA,15.7779913751517,0,11,43.4883192917953,NA,4.01446088620535,0,4,13.302456633528,NA,NA,NA,NA,NA,NA,13.5557524672757,0,5,33.4332198797459,NA,"NGS"
"154","US-Lin",2.72786919457434,1,72,52.1115813184614,24,4.35171240665091,0,72,72.5139811533941,24,3.80791500764959,0,44,64.0739270953602,NA,4.80552155270406,23,72,90.1843583379495,24,4.61966930126325,0,72,95.3489287662824,24,3.52595656679061,14,72,77.4373676879101,24,4.11115117104771,0,72,69.7560894355818,24,2.8040684455937,11,72,56.5146630970638,24,24.4671886923089,0,30,86.0669973222304,NA,3.30002589341964,0,4,50.5564247983423,12,1.74736988568992,15,3,13.473706968832,21.6,21.5082732378799,0,1,72.8991401544919,NA,"FT"
"155","US-Lin",2.75754280353027,1,72,53.4466405695657,24,4.36256540221538,0,72,74.4075548332947,24,3.82170608697272,0,44,65.9535939850768,NA,4.89909147910365,23,72,91.5939630215257,24,4.6348573197211,0,72,96.2247224582993,24,3.57404910506935,13,72,78.6643981039674,24,4.0945549021522,0,67,70.9463950255118,24,2.86391512611096,11,72,57.3564202952358,24,24.5956828130101,0,30,88.4538837540971,NA,3.40530066055062,0,4,50.4182829813891,12,1.83669241381905,15,2,10.6150800819141,21.6,21.972043939059,0,1,75.5909806167954,NA,"GS"
"156","US-Lin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGS"
"157","US-LS2",1.58858144925519,0,72,26.4236589872844,24,5.95930857231998,0,72,49.9864811555243,24,3.58694674440978,0,72,32.4095511328908,24,2.64088414979109,1,72,29.5305176557669,24,5.78262456776886,0,72,30.4855701202664,24,7.03645818575384,0,72,32.8244289189423,NA,5.31754769237834,0,14,36.2055953258296,24,2.94557252596637,0,32,19.0813373910329,24,30.2493822263423,0,72,55.4287415464326,NA,2.15197416323373,0,11,12.8243334480336,24,2.63286779129082,0,9,11.1273310695806,24,22.1255814294894,0,34,40.5653482618039,NA,"FT"
"158","US-LS2",2.23702103312913,0,9,32.3382031966285,24,6.13293541310941,0,12,47.0911308790258,24,5.16832638181668,0,12,42.5770269112299,24,9.66293833446783,1,72,99.219251884403,24,14.0302656486554,0,72,90.5204776956602,24,12.7694717058096,0,72,88.7768549771595,24,5.53414115275206,0,19,40.703522542724,24,2.84195894135244,0,7,16.9068093991027,24,35.0098898012713,0,72,67.2706545234215,NA,3.84139814551359,0,11,21.5860742641312,24,2.289241136503,0,7,14.0157733509562,24,30.3505995195977,0,8,55.1870954296611,NA,"GS"
"159","US-LS2",2.0356274398662,0,72,40.306131049779,24,3.76221313491667,23,72,57.7896802929442,24,2.6755139712394,1,72,47.95114388362,24,3.31787252933713,1,72,47.9218089902146,12,6.08285938767955,0,72,53.3684145732407,NA,6.3121083987177,0,72,56.6343019065752,NA,2.67440541947237,0,18,32.5335394827454,24,2.18364513604753,0,25,25.2525780119581,NA,24.5790565109268,0,14,58.1259007205213,NA,1.37069520968413,0,2,12.568898130342,24,2.19706994657728,0,2,18.5957630908996,NA,21.9937802697977,0,28,54.1614470721279,NA,"NGS"
"160","US-Me1",3.07838922257375,0,10,46.758470986573,24,6.05480885239679,0,7,58.4777796440871,24,5.83536427572715,0,10,74.3744323899463,24,2.99205021870646,2,7,35.8600420488783,24,4.22445722658614,1,5,34.8693438739608,24,6.64465955885466,2,5,62.0935840854811,NA,5.82198046389118,0,10,48.8394491732331,24,2.5280910237113,0,9,30.4169921812888,24,28.9539338740351,0,72,112.938032576492,NA,3.48683437928739,0,5,18.6036633891517,24,2.08776175534281,0,1,12.1724804180692,21.6,21.5011602025232,0,9,71.277847980718,NA,"FT"
"161","US-Me1",4.81967502936907,1,5,57.0467714212737,24,5.69628639436941,0,3,19.0735611415857,24,6.86592175499655,0,3,73.6455359280311,24,5.13082551830769,1,10,53.3133607559322,24,7.50712248825077,2,3,39.811844966568,24,8.8972966098995,2,2,21.9857813862707,24,5.22574052268997,0,5,22.9806730913564,24,4.55418009046053,0,3,25.4067932887588,24,32.2058359936436,0,1,123.928477685782,NA,5.6907293184492,0,2,18.5041046135097,24,4.25782990491572,23,1,4.25782990491572,NA,28.4243386933592,0,1,96.5691835635544,NA,"GS"
"162","US-Me1",3.76046006639648,22,6,48.1431750777387,24,7.95632242114728,0,7,86.4186155192648,24,6.73869701697282,0,11,92.6811847389765,24,4.05213940619748,3,4,31.685105268303,24,5.07902925355666,1,2,50.0197768694882,21.6,6.61675310334701,2,5,65.4564561240809,24,7.15756802365215,0,10,71.070131478074,24,3.29055751975827,2,7,30.3885605844427,24,33.4067109375726,0,19,136.088307744706,NA,4.72494428725319,0,6,38.925026191812,24,2.87795280546473,2,1,5.58099852737238,21.6,24.1680084938845,0,1,66.2183875027245,NA,"NGS"
