,fileName,Lag_days,TE_bits,TEcrit,Hy_bits,TE_perc_uncertainty_reduction,TE_relative,Significance
49,1.0,49,0.09679701451082057,0.11054873327953926,2.7155141853379665,3.564592482464732,-0.013751718768718696,False
50,1.0,50,0.09203810404112378,0.11058781526417655,2.7145691992423466,3.3905234048486292,-0.018549711223052767,False
51,1.0,51,0.0921371725365221,0.11060426754449208,2.713873873154957,3.395042542246444,-0.01846709500796999,False
52,1.0,52,0.09345250126855476,0.11083163354819696,2.71347524051819,3.444015256638502,-0.017379132279642204,False
53,1.0,53,0.09607080873730833,0.11067670729627124,2.713223306252688,3.5408367794833127,-0.01460589855896291,False
54,1.0,54,0.09481894691394466,0.11072467911895131,2.7125217606830545,3.4956013363029315,-0.015905732205006656,False
55,1.0,55,0.09344895222255012,0.11044585562773615,2.711814052466185,3.445994098952527,-0.01699690340518603,False
56,1.0,56,0.09734315590752907,0.11050999273436322,2.7110999973002237,3.590540961398165,-0.013166836826834158,False
57,1.0,57,0.09465496946065155,0.11041535263499756,2.7107512887724967,3.4918352654740947,-0.015760383174346013,False
58,1.0,58,0.09591669130465075,0.1104422244519434,2.7101423155341884,3.5391754431074918,-0.014525533147292657,False
59,1.0,59,0.10048598709019885,0.11039629587177044,2.7098885647812505,3.7081224813504594,-0.009910308781571592,False
60,1.0,60,0.09933023866076951,0.11101560236151102,2.7096341155343264,3.6658173917766046,-0.01168536370074151,False
61,1.0,61,0.0942356443908805,0.1103708966741313,2.709234635757387,3.478312404068916,-0.0161352522832508,False
62,1.0,62,0.09724599520659627,0.11034752920887458,2.7090263096741283,3.589702870707597,-0.013101534002278314,False
63,1.0,63,0.09806095362717215,0.11090855145659118,2.708653542354741,3.62028410403214,-0.012847597829419022,False
64,1.0,64,0.10401117258595516,0.10992546763787873,2.7083628697015287,3.84037064418246,-0.0059142950519235765,False
65,1.0,65,0.10208897622231916,0.11010085754515546,2.7082790622090127,3.769514657734351,-0.008011881322836298,False
66,1.0,66,0.10708722329304088,0.11113766515582028,2.7080230238194085,3.9544428666638347,-0.004050441862779405,False
67,1.0,67,0.10359962386211663,0.11098274839246525,2.7078222353179697,3.8259388859014707,-0.007383124530348617,False
68,1.0,68,0.10178675976386753,0.11089599289695352,2.7075654548739765,3.759346226723268,-0.009109233133085995,False
69,1.0,69,0.10094336562640649,0.11052574264525747,2.7073640972522726,3.7284739695283244,-0.00958237701885098,False
70,1.0,70,0.10372924831720098,0.11115430309252458,2.7071622048921,3.8316598883418345,-0.007425054775323597,False
71,1.0,71,0.10311374477050705,0.11026606528813059,2.706440025925369,3.8099401347440187,-0.007152320517623531,False
72,1.0,72,0.10311917549460148,0.11090814375032838,2.70606425921936,3.8106698739056957,-0.007788968255726905,False
73,1.0,73,0.09871443756129494,0.11070223144644957,2.705861675693524,3.648170135526015,-0.011987793885154627,False
74,1.0,74,0.09860576738820548,0.11080952444682869,2.7056879582911177,3.6443880043907124,-0.012203757058623213,False
75,1.0,75,0.10607498924165348,0.11111446830810712,2.7053739645604975,3.920899314889575,-0.005039479066453634,False
76,1.0,76,0.10270892765814033,0.11064659701182131,2.705170774388401,3.79676317039028,-0.007937669353680982,False
77,1.0,77,0.10407166322693051,0.11086588213660943,2.7050306116831213,3.8473377261403763,-0.00679421890967892,False
78,1.0,78,0.09857028689658431,0.11081888343346843,2.7048268621811653,3.6442364675829007,-0.012248596536884121,False
79,1.0,79,0.0988898039266779,0.11076950305484982,2.7043302713155386,3.6567206666873693,-0.011879699128171925,False
80,1.0,80,0.10444544310045334,0.1110458100213552,2.704120714001044,3.862454902980822,-0.006600366920901865,False
81,1.0,81,0.10197657124485815,0.1109016875022656,2.7039163233051577,3.771439610239348,-0.008925116257407453,False
82,1.0,82,0.10155042593683206,0.11100907804804558,2.703829437866579,3.7557999966506426,-0.009458652111213522,False
83,1.0,83,0.10494222253871488,0.11103675413004974,2.703623976717619,3.881539128311837,-0.006094531591334856,False
84,1.0,84,0.10339825390315482,0.11075270501731613,2.703417969688781,3.8247231860731508,-0.007354451114161303,False
85,1.0,85,0.10400463088827205,0.1112227597027963,2.703329298665221,3.847279387665599,-0.007218128814524244,False
86,1.0,86,0.1071031026772804,0.11081189675308359,2.703001167535891,3.962377225864009,-0.0037087940758031845,False
87,1.0,87,0.0988486715631236,0.1107214160759753,2.7028046749682386,3.65726286026515,-0.011872744512851696,False
88,1.0,88,0.09947399070599339,0.11118063101016043,2.702602038143696,3.6806747461168166,-0.011706640304167043,False
89,1.0,89,0.09810991728871876,0.11071345882364172,2.7023091001296713,3.630595674048203,-0.012603541534922963,False
